case,stratum,attempt,run,parsed,ref_verdict,ref_outcome,ref_next_agent,ref_adjust,llm_verdict,llm_outcome,llm_next_agent,llm_adjust,verdict_ok,outcome_ok,hop_ok,adjust_ok,reason
wrong_69,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed (pass: false, none unmeasured), so the concept is a REJECT. Gate 1 and 1b pass, so it is not too close to a reference. The concept has drifted from the style's look and attributes, and three gates failing together is a systematic miss rather than a one-off seed artifact. Retry 1 of 2, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_70,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all failed, so the concept is a REJECT. This is attempt 1 with retry count 0, so a retry is allowed. The three failures together look systematic rather than a one-off sampling artifact, and there is no sibling-seed evidence pointing to a seed problem. The critic therefore sends back an adjusted ip_adapter_scale, and the orchestrator relays it to concept-designer."
wrong_70,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed, and every gate was measured (the clone control failed as required, so Gate 1b is validated). Gates 1 and 1b passed, so the image is not a copy. The failures together mean it drifted too far from the reference style and lost the briefed attributes, which points to ip_adapter_scale rather than a one-off seed artifact. This is attempt 1 with retries remaining, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_70,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed with a valid clone control), so nothing is unmeasured and the concept is rejected. At retry count 0 with 2 retries left, the failures span attribute fidelity and briefed changes rather than a single-seed integrity miss, so the critic sends an adjusted ip_adapter_scale to concept-designer via the orchestrator."
wrong_71,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, while Gate 1 and Gate 1b passed and the clone control is valid, so the concept is novel but drifted from the reference style and the briefed changes. This is a systematic miss rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale (this is attempt 1 of 3, retries remain), relayed to concept-designer via the orchestrator."
wrong_71,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitely failed, so this is a REJECT and no gate is unmeasured. This is attempt 1 of 3 (retry count 0 of a 2-retry cap), so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator. Failing attribute fidelity, briefed changes and the integrity floor together is not a one-off sampling artifact, and no sibling-seed evidence points to a seed change."
wrong_71,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 definitely failed, so this is a REJECT and nothing is unmeasured (the clone control failed as required, so Gate 1b is valid). Retry count is 0 of 2, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator. Fidelity and briefed-change misses together with an integrity miss point to drift from the references, not a one-off seed artifact, and no sibling-seed evidence suggests otherwise."
wrong_72,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, and Gates 1 and 1b passed with a validated clone control. Nothing is unmeasured, so this is a REJECT, not INCONCLUSIVE. This is attempt 1 with 2 retries left, so the orchestrator relays a retry to concept-designer. Several gates failed together rather than one integrity miss on a single seed, so it is not a one-off sampling artifact. The critic therefore adjusts ip_adapter_scale, not the seed."
wrong_72,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitely failed, while Gate 1 and validated Gate 1b passed, so the concept drifts too far from the references and loses the visible attributes and briefed changes. This is the first attempt (0 of 2 retries used), so the critic sends an adjusted ip_adapter_scale (raised to pull it closer to the references) back to concept-designer via the orchestrator. A seed change would not address a multi-gate miss."
wrong_72,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, so the concept is REJECT even though Gates 1 and 1b passed. This is attempt 1 with retries remaining (0 of 2 used). The integrity miss comes with attribute-fidelity and briefed-change misses, which points to a systematic drift from the reference rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale (not a new seed) via the orchestrator to concept-designer."
wrong_73,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, with the clone control valid), so this is a REJECT with no unmeasured gate. Three gates failing together points to a systematic conditioning problem rather than a one-off sampling artifact, and no sibling-seed evidence suggests otherwise, so the critic sends back a different ip_adapter_scale. This is retry 0 of the 2-retry budget, so the orchestrator relays the retry to concept-designer."
wrong_73,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed, so the concept is a REJECT. This is attempt 1 of 3 (retry count 0), so a retry is allowed. Failing fidelity and briefed-change checks together is not a one-off sampling artifact, so the critic sends back a different ip_adapter_scale rather than a new seed."
wrong_73,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so the concept is rejected. The failure is systematic rather than a one-off sampling artifact: the image drifts from the references and lacks the style's attributes and the briefed changes. No sibling seeds show it is a single-seed fluke. This is attempt 0, so 2 retries remain, and the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_74,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all failed, so the verdict is REJECT even though Gates 1 and 1b passed. The Gate 2/3 misses point to a systematic drift from the style rather than a one-off sampling artifact, and no sibling-seed evidence is available, so the critic sends back a different ip_adapter_scale. This is attempt 1 of 3 with retry count 0 of 2, so the orchestrator relays the retry to concept-designer instead of escalating."
wrong_74,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 definitely failed, so this is a REJECT, and no gate is unmeasured. Gates 1 and 1b pass, so the concept is not too close to the references. Failing integrity, attribute fidelity and briefed changes together points to a systematic miss rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale. This is retry 0 of the 2-retry cap, so the orchestrator relays it to concept-designer."
wrong_74,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT. Gates 1 and 1b passed and the clone control is valid, so nothing is unmeasured. This is attempt 1 with 2 retries left, so it goes back to concept-designer via the orchestrator. Failing attribute fidelity, briefed changes and the integrity floor together points to a systematic miss rather than a one-off sampling artifact, so the adjustment is ip_adapter_scale, not seed."
wrong_75,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed definitively, so this is a REJECT. Gates 1 and 1b pass, so the concept is not a copy. The three failures together point to weak style and attribute adherence rather than a one-off seed artifact. This is attempt 0, so the retry budget remains, and the critic sends an adjusted ip_adapter_scale (raised, to tie the output closer to the references) back to concept-designer via the orchestrator."
wrong_75,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed, and every gate was measured (the clone control failed as required), so this is a REJECT rather than INCONCLUSIVE. Retry count is 0 of 2, so the critic sends the concept back with a different ip_adapter_scale. Gates 1 and 1b passed, so the image is not too close to the references. It is too far from them and misses the style attributes and briefed changes, which points to a systematic problem rather than a one-off seed artifact."
wrong_75,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, so this is a REJECT, and no gate is unmeasured. This is attempt 1 of 3 (retry count 0), so the critic sends a retry. The failures cover attribute fidelity and briefed changes as well as the integrity floor, which points to a systematic miss, not a one-off seed artifact, so the adjustment is ip_adapter_scale rather than seed."
wrong_76,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, so the verdict is REJECT. This is attempt 1 with retries remaining, so it goes back to concept-designer. The failures are consistent across gates (the image is too far from the real references and lacks the style and briefed attributes), which points to a systematic conditioning problem rather than a one-off seed artifact, so the critic adjusts ip_adapter_scale."
wrong_76,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor, Gate 2 and Gate 3 all definitely failed, so the verdict is REJECT. This is attempt 0 of a 2-retry cap, so the critic sends the concept back for a retry. The concept is too far from the references and misses attributes and briefed changes, and no sibling seeds clear the integrity floor, so this is not a one-off sampling artifact. The critic therefore adjusts ip_adapter_scale rather than the seed, and the orchestrator relays it to concept-designer."
wrong_76,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed (pass: false), while Gate 1 and Gate 1b passed with a valid clone control. No gate was unmeasured, so this is a REJECT rather than INCONCLUSIVE. It is attempt 0 of a 2-retry cap, so the critic sends back an adjusted ip_adapter_scale (the failure spans several gates, so it is not a one-off seed artifact), and the orchestrator relays it to concept-designer."
wrong_77,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, while Gates 1 and 1b passed (with a valid clone control). The concept is too far from the references and lacks the briefed and style attributes, which is a systematic miss rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale. This is attempt 0, so 2 retries remain and the orchestrator relays the retry to concept-designer."
wrong_77,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed (pass: false, all measured; Gates 1 and 1b passed with a valid clone control), so the concept is rejected. Retry count is 0 of 2, and the failures span several gates rather than looking like a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale (not a new seed) for the next attempt via the orchestrator."
wrong_77,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed (Gate 1 and 1b passed, with the clone control valid). This is retry 0 of 2, so the orchestrator relays a retry. Failing attribute fidelity, briefed changes and the closest-reference floor together looks systematic rather than a one-off sampling artifact, so the critic adjusts ip_adapter_scale instead of the seed."
wrong_78,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed while Gates 1 and 1b passed and the clone control is valid. The concept drifted too far from the reference and lost the visible and briefed attributes, which points to a systematic ip_adapter_scale problem rather than a one-off seed artifact. This is attempt 0 of a 2-retry budget, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_78,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed, so this is a REJECT. It is attempt 1 with retries remaining (0 of 2 used), so the orchestrator relays a retry to concept-designer. The Gate 2 and Gate 3 misses point to a systematic problem rather than a one-off sampling artifact, and no sibling-seed evidence suggests a seed change would help, so the critic adjusts ip_adapter_scale."
wrong_78,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, with the clone control valid), so this is a REJECT and not INCONCLUSIVE. It is attempt 1 with retries remaining (0 of 2 used), so the orchestrator relays a retry to concept-designer. Gate 2 and 3 misses plus the integrity miss show the concept drifted from the style rather than hit a one-off sampling artifact, and no sibling-seed evidence points to a seed problem, so the adjusted parameter is ip_adapter_scale."
wrong_79,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed, so this is a definite REJECT. Retry count is 0 of 2, so the orchestrator relays a retry to concept-designer. Gates 2 and 3 failing alongside integrity points to weak fidelity to the reference rather than a one-off seed artifact, and no sibling-seed evidence suggests otherwise, so the critic adjusts ip_adapter_scale."
wrong_79,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed, so this is a REJECT. It is attempt 1 with retries remaining, so it is not FAILED. The concept drifted from the style's attributes and briefed changes, not just a one-off integrity miss on a single seed, so the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_79,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed (pass: false), while Gate 1 and Gate 1b passed and the clone control validated 1b. The concept is off-style and missing the briefed changes, which is a systematic miss rather than a one-seed artifact, so the critic sends back an adjusted ip_adapter_scale. This is retry 0 of 2, so the orchestrator relays it to concept-designer."
wrong_80,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so this is a REJECT with no unmeasured gates. Retry count is 0, so 2 retries remain. Failing attribute fidelity and briefed changes together with the integrity floor points to a systematic drift from the references rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale (not a new seed) via the orchestrator to concept-designer."
wrong_80,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed, while Gates 1 and 1b passed and the clone control was valid. The image drifts from the reference and the briefed attributes are not visible, so this is not a one-off seed artifact. It is attempt 1 of 3 (retry count 0), so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_80,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed and the clone control is valid), so this is a REJECT. It is attempt 1 with retries remaining, and the failures point to drift from the style's reference and briefed attributes rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_81,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, while Gates 1 and 1b passed with a valid clone control, so nothing is unmeasured. The failure spans attribute fidelity and briefed changes, not a one-off seed artifact, and retry count is 0 of 2, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_81,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, and gates 1 and 1b passed with the clone control valid, so nothing is unmeasured. This is attempt 1 of 3, so a retry remains. The concept is too far from the reference style and misses the briefed attributes on more than one gate, which looks systematic rather than a one-off seed artifact, so the critic sends back a different ip_adapter_scale (raised to tie it closer to the references) and the orchestrator relays it to concept-designer."
wrong_81,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT. Gates 1 and 1b pass and the clone control is valid, so the image is not a copy, but it has drifted from the style and the briefed changes are not visible. Since this is more than a one-off integrity miss on a single seed, I'm adjusting ip_adapter_scale rather than the seed. This is retry 1 of 2, so the orchestrator relays it to concept-designer."
wrong_82,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed while Gates 1 and 1b passed with a valid clone control. Several gates failing together is not a one-off sampling artifact, so the critic sends back a different ip_adapter_scale. This is retry 0 of 2, so the orchestrator relays it to concept-designer and does not escalate."
wrong_82,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all definitively failed, while Gates 1 and 1b passed with a valid clone control. This is attempt 1 of 3 (retry count 0, cap 2), so the critic sends back an adjusted ip_adapter_scale via the orchestrator. The fidelity and briefed-change misses point to a parameter problem, not a one-off seed artifact."
wrong_82,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, while Gates 1 and 1b passed and the clone control validated 1b. Nothing is unmeasured, so this is a REJECT rather than INCONCLUSIVE. Because the misses cover attribute fidelity and the briefed changes, not a single-seed integrity miss, the critic adjusts ip_adapter_scale. This is retry 0 of 2, so the orchestrator relays the retry to concept-designer."
wrong_83,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT rather than a pass or inconclusive result. It is attempt 1 with retries remaining (0 of 2 used). Failing several gates together points to a systematic drift from the style rather than a one-off sampling artifact, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator instead of a new seed."
wrong_83,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all failed definitively, so this is a REJECT with retries remaining (count 0 of 2). Gates 1 and 1b pass, so the image is novel enough, but it drifted from the style and lost the attributes and briefed changes. Failing three gates together points to a systematic miss rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale (raised, to pull the image closer to the references). The orchestrator relays it to concept-designer."
wrong_83,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed and the clone control is valid), so this is a systematic drift from the style's attributes and briefed changes rather than a one-off seed artifact. This is attempt 1 with 2 retries remaining, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_84,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, and the clone control is valid), so the concept is a REJECT. This is attempt 1 with 2 retries left, so the critic sends back a different ip_adapter_scale via the orchestrator. The Gate 2 and 3 misses are attribute and briefed-change failures rather than a one-seed sampling artifact, and there is no sibling-seed evidence pointing to a seed change."
wrong_84,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, while Gate 1 and 1b passed and the clone control is valid, so nothing is unmeasured. The concept drifted from the reference and the briefed attributes are missing, which is systematic rather than a one-off seed artifact. This is attempt 0 of a cap of 2 retries, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_84,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed while Gates 1 and 1b passed, so the image drifts from the style and misses the briefed attributes. That points to a systematic conditioning problem rather than a one-off sampling artifact, so it is a REJECT with retries remaining (0 of 2 used). The critic sends an adjusted ip_adapter_scale to concept-designer via the orchestrator, and any PASS would still need the human visual check."
wrong_85,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed, so the verdict is REJECT. This is attempt 0, so 2 retries remain. The concept is novel enough (Gates 1 and 1b pass, with a valid clone control) but drifted from the style's attributes and references. Because Gate 2 and Gate 3 failed alongside integrity, this doesn't look like a one-off seed artifact, so the critic sends back a changed ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_85,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, while Gates 1 and 1b passed and the clone control was valid. The concept drifted from the style rather than copying it, and nothing suggests a one-off seed artifact, so the critic sends back a changed ip_adapter_scale (raised to tie the image more closely to the reference). Retry count is 0 of 2, so the orchestrator relays it to concept-designer."
wrong_85,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so this is a REJECT; Gates 1 and 1b passed and the clone control is valid, so nothing is unmeasured. This is attempt 1 of 3 (retry count 0), so it goes back for a retry. The concept drifted from the references and lacks the style attributes and briefed changes, which points to a systematic reference-adherence problem, not a one-off seed artifact. So the critic sends back an adjusted ip_adapter_scale (raise it), relayed to concept-designer via the orchestrator."
wrong_86,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, and every gate ran, so this is a REJECT rather than INCONCLUSIVE. Retry count is 0 of 2. Three gates failing together points to a systematic miss, not a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale."
wrong_86,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed (no unmeasured gates; the clone control failed as required, so Gate 1b is validated), so this is a REJECT. It is attempt 1 with 2 retries left. Three gates failing together, while Gate 1 and 1b pass, points to a systematic drift from the reference style rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_86,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed definitively, while Gates 1 and 1b passed (novel enough but too far from the reference style), so this is a systematic adherence problem and not a one-off seed artifact. This is attempt 1 with retries remaining, so the critic sends an adjusted ip_adapter_scale (raised, to pull the image closer to the reference) back to concept-designer via the orchestrator. Human check is not reached."
wrong_87,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, with the clone control valid), so this is a REJECT with 0 of 2 retries used. Failing several gates together points to a systematic drift from the style and the brief rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale through the orchestrator to concept-designer."
wrong_87,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, while Gate 1 and Gate 1b passed with a valid clone control. The image is too far from the references and lacks the attributes and briefed changes, which is not a one-off seed artifact and points to ip_adapter_scale. This is retry 0 of 2, so the orchestrator relays the adjusted parameter to concept-designer."
wrong_87,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, while Gates 1 and 1b passed with a validated clone control, so this is a REJECT and not INCONCLUSIVE. It is attempt 1 (retry count 0, cap 2), so the critic sends the concept back for a retry. The concept is too far from the reference style and misses the visible attributes and briefed changes. That pattern points to a systematic conditioning problem, not a one-off seed artifact, so the critic adjusts ip_adapter_scale."
wrong_88,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed (Gates 1 and 1b passed), so the concept is REJECTed. Retry count is 0, under the cap of 2, so it goes back to concept-designer. Three gates failing together points to a systematic miss (too far from the references, attributes and briefed changes not showing) rather than a one-off sampling artifact, so the critic adjusts ip_adapter_scale rather than the seed."
wrong_88,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, while Gates 1 and 1b passed and the clone control was valid. The concept drifted from the style's attributes and the briefed changes, which is not a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale. This is attempt 1 of 3 (retry count 0 of a 2-retry cap), so it is not escalated yet."
wrong_88,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, and the clone control validated 1b), so this is a REJECT. Retry count is 0 of 2, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator. The combined miss on integrity, attribute fidelity and briefed changes points to a systematic conditioning problem rather than a one-off seed artifact."
